Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
ACE2		ENSG00000130234	Angiotensin I converting enzyme 2	X	15561033-15602148	Enzymes, FDA approved drug targets, Predicted membrane proteins	Evidence at protein level	HPA000288, CAB026174	Enhanced				Renal cancer:2.12e-5 (favourable), Liver cancer:4.21e-4 (favourable)	Tissue enhanced	Group enriched	5	duodenum: 181.1;gallbladder: 100.2;kidney: 94.0;small intestine: 261.1;testis: 93.0	heart muscle: 27.9	Cell line enhanced		HaCaT: 1.1
ACER1	ASAH3	ENSG00000167769	Alkaline ceramidase 1	19	6306142-6333629	Enzymes, Predicted membrane proteins	Evidence at transcript level							Group enriched	Tissue enriched	6	skin: 67.8	esophagus: 11.4	Cell line enhanced		T-47d: 2.7
ACER2	ALKCDase2, ASAH3L, FLJ41587	ENSG00000177076	Alkaline ceramidase 2	9	19409059-19452020	Enzymes, Predicted membrane proteins	Evidence at protein level							Tissue enhanced	Group enriched	5	placenta: 14.8;stomach: 62.9;urinary bladder: 44.1	skin: 7.6	Group enriched	5	BEWO: 30.0;RT4: 62.6
ACER3	APHC, FLJ11238, PHCA	ENSG00000078124	Alkaline ceramidase 3	11	76860867-77026797	Predicted membrane proteins	Evidence at protein level	HPA070087	Approved				Liver cancer:2.49e-4 (unfavourable), Renal cancer:2.73e-4 (unfavourable)	Expressed in all	Mixed			cerebral cortex: 14.2	Mixed		
ACHE	YT	ENSG00000087085	Acetylcholinesterase (Cartwright blood group)	7	100889994-100896974	Blood group antigen proteins, Enzymes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA019704, HPA027098			Approved	Golgi apparatus<br>Vesicles	Renal cancer:3.88e-5 (unfavourable), Glioma:7.16e-4 (unfavourable)	Mixed	Tissue enhanced		skeletal muscle: 58.5	cerebral cortex: 14.1	Cell line enhanced		BEWO: 11.7;CACO-2: 17.5;K-562: 20.7;Karpas-707: 25.8
ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	ENSG00000213088	Atypical chemokine receptor 1 (Duffy blood group)	1	159203307-159206500	Blood group antigen proteins, CD markers, G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	HPA016421, HPA017672	Enhanced				Cervical cancer:2.52e-5 (favourable), Liver cancer:1.48e-4 (favourable), Thyroid cancer:9.76e-4 (unfavourable)	Expressed in all	Mixed			adipose tissue: 112.8	Group enriched	6	HEL: 30.2;HSkMC: 23.2
ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6	ENSG00000144648	Atypical chemokine receptor 2	3	42804752-42887974	G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	HPA013819, HPA073493	Enhanced		Supported	Nucleoplasm<br>Vesicles<br>Cytosol		Mixed	Tissue enhanced		placenta: 22.9	adipose tissue: 5.3	Cell line enhanced		BEWO: 50.1;HEL: 15.5;SK-BR-3: 21.0
ACKR3	CMKOR1, CXCR7, GPR159, RDC1	ENSG00000144476	Atypical chemokine receptor 3	2	236567787-236582358	Cancer-related genes, G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	HPA032003, HPA049718	Approved		Supported	Vesicles<br>Plasma membrane	Renal cancer:1.76e-6 (unfavourable), Stomach cancer:2.01e-4 (unfavourable), Urothelial cancer:2.93e-4 (unfavourable), Cervical cancer:4.64e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 176.7	Cell line enhanced		RT4: 248.8;SiHa: 100.8;U-2197: 297.4
ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	ENSG00000129048	Atypical chemokine receptor 4	3	132597237-132618967	G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	HPA054926			Approved	Vesicles<br>Mitochondria		Mixed	Mixed			duodenum: 19.1	Cell line enriched	6	BJ hTERT+: 281.6
ACP2	LAP	ENSG00000134575	Acid phosphatase 2, lysosomal	11	47239302-47248906	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Endometrial cancer:1.04e-4 (favourable)	Expressed in all	Expressed in all			duodenum: 41.2	Expressed in all		
ACPP	ACP-3, ACP3, PAP	ENSG00000014257	Acid phosphatase, prostate	3	132317367-132368298	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB000071, HPA004335, HPA063916	Enhanced					Tissue enriched	Tissue enriched	145	prostate: 6030.6	esophagus: 41.4	Cell line enhanced		BJ hTERT+: 14.1;RPMI-8226: 39.1;U-87 MG: 14.6
ACPT		ENSG00000142513	Acid phosphatase, testicular	19	50790415-50795224	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Evidence at protein level							Mixed	Tissue enhanced		skin: 1.4;testis: 2.2	parathyroid gland: 0.5	Cell line enhanced		HEK93: 1.3;U-266/84: 1.3
ACSBG2	BGR, DKFZp434K1635, PRTD-NY3	ENSG00000130377	Acyl-CoA synthetase bubblegum family member 2	19	6135247-6193094	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA043421, HPA051013	Enhanced		Uncertain	Cytosol		Not detected	Tissue enriched	716	testis: 294.0	cerebral cortex: 0.4	Not detected		
ACSF2	ACSMW, FLJ20920	ENSG00000167107	Acyl-CoA synthetase family member 2	17	50426158-50474845	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA024693	Enhanced		Approved	Nucleoplasm<br>Microtubules<br>Cytosol	Renal cancer:2.17e-4 (unfavourable), Urothelial cancer:2.41e-4 (favourable)	Expressed in all	Tissue enhanced		kidney: 136.9	thyroid gland: 68.6	Expressed in all		
ACSF3		ENSG00000176715	Acyl-CoA synthetase family member 3	16	89088375-89155846	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level						Renal cancer:5.97e-6 (favourable), Pancreatic cancer:3.76e-5 (favourable)	Expressed in all	Expressed in all			duodenum: 31.0	Expressed in all		
ACSL1	ACS1, FACL1, FACL2, LACS, LACS1, LACS2	ENSG00000151726	Acyl-CoA synthetase long-chain family member 1	4	184755595-184826818	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA011316, HPA011964	Enhanced		Supported	Nucleus<br>Mitochondria	Renal cancer:1.25e-5 (favourable)	Expressed in all	Expressed in all			adipose tissue: 824.0	Expressed in all		
ACSL3	ACS3, FACL3, PRO2194	ENSG00000123983	Acyl-CoA synthetase long-chain family member 3	2	222860934-222944639	Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA011315, HPA071021	Uncertain		Approved	Nucleoli<br>Lipid droplets	Liver cancer:2.75e-4 (unfavourable), Lung cancer:8.78e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 682.1	Expressed in all		
ACSL4	ACS4, FACL4, LACS4, MRX63, MRX68	ENSG00000068366	Acyl-CoA synthetase long-chain family member 4	X	109624244-109733403	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA000286, HPA005552	Enhanced		Approved	Golgi apparatus<br>Mitochondria	Urothelial cancer:5.73e-4 (favourable)	Expressed in all	Expressed in all			cervix, uterine: 70.7	Cell line enhanced		HMC-1: 324.7
ACSL5	ACS2, ACS5, FACL5	ENSG00000197142	Acyl-CoA synthetase long-chain family member 5	10	112374018-112428380	Enzymes, Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA007162, CAB035986, CAB062546	Enhanced		Supported	Nucleus<br>Mitochondria	Endometrial cancer:1.13e-4 (favourable)	Expressed in all	Expressed in all			small intestine: 460.3	Cell line enhanced		CAPAN-2: 121.7;RT4: 114.0
ACSL6	ACS2, FACL6, KIAA0837, LACS2, LACS5	ENSG00000164398	Acyl-CoA synthetase long-chain family member 6	5	131949973-132012243	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA040470	Enhanced					Group enriched	Group enriched	6	bone marrow: 18.0;cerebral cortex: 61.9;parathyroid gland: 22.5;seminal vesicle: 29.0;testis: 51.4	adrenal gland: 6.4	Group enriched	6	SCLC-21H: 13.0;U-937: 5.2
ACSM1	BUCS1, MACS1	ENSG00000166743	Acyl-CoA synthetase medium-chain family member 1	16	20623237-20698890	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA046291	Uncertain					Group enriched	Tissue enriched	49	breast: 298.7	prostate: 6.0	Group enriched	11	K-562: 3.2;NTERA-2: 15.6
ACSM2A	A-923A4.1, ACSM2, MGC150530	ENSG00000183747	Acyl-CoA synthetase medium-chain family member 2A	16	20451461-20487667	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA057699	Supported				Liver cancer:1.41e-5 (favourable)	Group enriched	Group enriched	580	kidney: 285.2;liver: 185.7	cerebral cortex: 0.4	Cell line enhanced		Hep G2: 1.3
ACSM2B	ACSM2, HXMA, HYST1046	ENSG00000066813	Acyl-CoA synthetase medium-chain family member 2B	16	20536226-20576427	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA057699	Supported				Liver cancer:3.31e-4 (favourable)	Group enriched	Group enriched	136	kidney: 426.7;liver: 262.0	thyroid gland: 2.5	Cell line enhanced		AF22: 2.8;Hep G2: 3.7
ACSM4		ENSG00000215009	Acyl-CoA synthetase medium-chain family member 4	12	7304284-7328724	Enzymes, Predicted membrane proteins	Evidence at transcript level	HPA049895	Uncertain					Not detected	Tissue enhanced		testis: 1.7	spleen: 0.7	Cell line enhanced		HDLM-2: 1.6;NB-4: 1.1;SH-SY5Y: 2.2;U-87 MG: 2.8
ACSM6	bA310E22.3, C10orf129	ENSG00000173124	Acyl-CoA synthetase medium-chain family member 6	10	95194200-95228928	Enzymes, Predicted membrane proteins	Evidence at protein level	HPA044593	Uncertain				Urothelial cancer:7.71e-4 (favourable)	Tissue enriched	Tissue enhanced		stomach: 1.7	urinary bladder: 0.6	Cell line enriched	27	RT4: 3.0
ACSS1	ACAS2L, AceCS2L, dJ568C11.3, MGC33843	ENSG00000154930	Acyl-CoA synthetase short-chain family member 1	20	25006230-25058980	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA041014, HPA043228	Enhanced				Lung cancer:8.33e-5 (favourable), Cervical cancer:9.37e-4 (favourable)	Expressed in all	Expressed in all			placenta: 166.2	Cell line enhanced		RPMI-8226: 51.0
ACSS2	ACAS2, AceCS, ACS, ACSA, dJ1161H23.1	ENSG00000131069	Acyl-CoA synthetase short-chain family member 2	20	34872146-34927962	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA004141	Approved		Approved	Nucleoplasm<br>Vesicles<br>Cytosol	Renal cancer:2.04e-4 (favourable)	Expressed in all	Mixed			adipose tissue: 55.9	Mixed		
ACSS3	FLJ21963	ENSG00000111058	Acyl-CoA synthetase short-chain family member 3	12	80936414-81261205	Enzymes, Predicted membrane proteins	Evidence at protein level	HPA039353, HPA047956, HPA061517	Approved		Approved	Mitochondria	Renal cancer:0.00e+0 (favourable)	Mixed	Mixed			parathyroid gland: 33.7	Cell line enhanced		Hep G2: 28.4;RH-30: 18.1;SK-BR-3: 13.2
ACVR1	ACVR1A, ACVRLK2, ALK2, SKR1	ENSG00000115170	Activin A receptor type 1	2	157736444-157875862	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA007505, HPA046514	Approved		Approved	Nucleoli<br>Cytosol	Urothelial cancer:5.17e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 74.2	Mixed		
ACVR1B	ActRIB, ACVRLK4, ALK4, SKR2	ENSG00000135503	Activin A receptor type 1B	12	51951667-51997078	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	CAB026126, HPA063761	Approved		Enhanced	Cytosol		Expressed in all	Expressed in all			parathyroid gland: 54.6	Expressed in all		
ACVR1C	ACVRLK7, ALK7	ENSG00000123612	Activin A receptor type 1C	2	157526767-157629005	Enzymes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA007982, HPA011933	Approved					Mixed	Tissue enriched	8	adipose tissue: 34.1	ovary: 4.3	Cell line enhanced		ASC diff: 7.5;HDLM-2: 4.8
ACVR2A	ACTRII, ACVR2	ENSG00000121989	Activin A receptor type 2A	2	147844517-147930826	Cancer-related genes, Enzymes, Predicted membrane proteins	Evidence at protein level	HPA046997	Approved		Approved	Cytosol	Renal cancer:1.62e-4 (favourable)	Expressed in all	Mixed			skin: 22.5	Mixed		
ACVR2B	ActR-IIB	ENSG00000114739	Activin A receptor type 2B	3	38453851-38493142	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Evidence at protein level	HPA007398, CAB025115, HPA040384	Approved		Approved	Nucleus<br>Nuclear bodies<br>Cytosol		Expressed in all	Mixed			parathyroid gland: 6.4	Cell line enhanced		AF22: 20.5;NTERA-2: 25.8
ACVRL1	ACVRLK1, ALK1, HHT, HHT2, ORW2	ENSG00000139567	Activin A receptor like type 1	12	51906908-51923361	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA007041	Approved					Expressed in all	Tissue enhanced		placenta: 126.4	lung: 76.4	Cell line enhanced		ASC diff: 42.2;EFO-21: 52.0;HUVEC TERT2: 171.4;TIME: 130.8
ADAM10	CD156c, HsT18717, kuz, MADM	ENSG00000137845	ADAM metallopeptidase domain 10	15	58588807-58749978	Cancer-related genes, CD markers, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	CAB001709, HPA050670	Approved		Supported	Vesicles<br>Plasma membrane	Lung cancer:8.46e-5 (unfavourable), Pancreatic cancer:1.90e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 47.9	Expressed in all		
ADAM11	MDC	ENSG00000073670	ADAM metallopeptidase domain 11	17	44759031-44781846	Predicted membrane proteins, Transporters	Evidence at protein level	HPA074550	Enhanced					Mixed	Tissue enhanced		cerebral cortex: 19.8	heart muscle: 4.0	Cell line enhanced		HEK93: 18.5
ADAM12	MCMPMltna, MLTN	ENSG00000148848	ADAM metallopeptidase domain 12	10	126012381-126388455	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA030866, HPA030867, HPA030868	Enhanced		Supported	Plasma membrane	Renal cancer:2.39e-14 (unfavourable)	Mixed	Tissue enriched	8	placenta: 237.2	cervix, uterine: 29.7	Cell line enhanced		fHDF/TERT166: 119.5;hTEC/SVTERT24-B: 94.3;U-2197: 86.6;U-251 MG: 71.0
ADAM15	MDC15	ENSG00000143537	ADAM metallopeptidase domain 15	1	155050566-155062775	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA011633, HPA072878	Uncertain		Uncertain	Vesicles	Renal cancer:5.64e-9 (unfavourable), Glioma:3.49e-5 (unfavourable), Liver cancer:3.49e-4 (unfavourable)	Expressed in all	Expressed in all			skin: 72.6	Cell line enhanced		PC-3: 305.3
ADAM17	CD156B, cSVP, TACE	ENSG00000151694	ADAM metallopeptidase domain 17	2	9488486-9555792	CD markers, Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA010738, CAB025906, HPA051575	Approved		Supported	Cytosol	Urothelial cancer:4.23e-5 (unfavourable)	Expressed in all	Expressed in all			placenta: 33.8	Expressed in all		
ADAM18	ADAM27, tMDCIII	ENSG00000168619	ADAM metallopeptidase domain 18	8	39584489-39730064	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Not detected	Tissue enriched	85	testis: 8.4	all non-specific tissues: 0.0	Not detected		
ADAM19	MLTNB	ENSG00000135074	ADAM metallopeptidase domain 19	5	157395534-157575775	Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA055537			Approved	Vesicles	Renal cancer:3.90e-12 (unfavourable)	Expressed in all	Mixed			lymph node: 34.4	Cell line enhanced		HDLM-2: 101.7;U-251 MG: 170.3
ADAM2	CT15, FTNB, PH-30b, PH30	ENSG00000104755	ADAM metallopeptidase domain 2	8	39743735-39838289	Predicted membrane proteins	Evidence at protein level	CAB022390, HPA024621, HPA026581	Enhanced					Tissue enhanced	Tissue enriched	284	testis: 41.9	breast: 0.1	Not detected		
ADAM20		ENSG00000134007	ADAM metallopeptidase domain 20	14	70522358-70535015	Predicted membrane proteins	Evidence at protein level	HPA059377	Enhanced					Not detected	Tissue enriched	77	testis: 9.2	cerebral cortex,endometrium,epididymis,skin: 0.1	Not detected		
ADAM21	ADAM31	ENSG00000139985	ADAM metallopeptidase domain 21	14	70452157-70459899	Predicted membrane proteins	Evidence at protein level	HPA059016	Uncertain					Not detected	Tissue enriched	31	testis: 15.5	cerebral cortex: 0.5	Cell line enhanced		U-138 MG: 1.4;U-251 MG: 1.1
ADAM22	MDC2	ENSG00000008277	ADAM metallopeptidase domain 22	7	87934143-88202889	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA050325			Approved	Cell Junctions		Mixed	Tissue enhanced		cerebral cortex: 47.6	prostate: 18.2	Cell line enhanced		Karpas-707: 58.7;SH-SY5Y: 81.7
ADAM23	MDC3	ENSG00000114948	ADAM metallopeptidase domain 23	2	206443539-206621130	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA012130, CAB033276	Uncertain					Mixed	Group enriched	6	cerebral cortex: 55.4;parathyroid gland: 135.3	heart muscle: 16.5	Cell line enhanced		RH-30: 61.7;RPMI-8226: 120.2
ADAM28	ADAM23, eMDCII, MDC-Lm, MDC-Ls	ENSG00000042980	ADAM metallopeptidase domain 28	8	24294040-24359018	Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA074034	Enhanced		Approved	Plasma membrane<br>Mitochondria	Endometrial cancer:3.17e-4 (favourable)	Mixed	Tissue enhanced		epididymis: 435.5	stomach: 104.6	Cell line enriched	10	CAPAN-2: 24.6
ADAM29	CT73, svph1	ENSG00000168594	ADAM metallopeptidase domain 29	4	174829668-174978180	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Not detected	Tissue enriched	145	testis: 73.3	endometrium: 0.5	Not detected		
ADAM30	svph4	ENSG00000134249	ADAM metallopeptidase domain 30	1	119893533-119896495	Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA026080	Uncertain					Not detected	Tissue enriched	471	testis: 47.0	all non-specific tissues: 0.0	Not detected		
