Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
BOC	CDON2	ENSG00000144857	BOC cell adhesion associated, oncogene regulated	3	113211003-113287459	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB025806, HPA060778, HPA061787	Uncertain		Supported	Nucleoplasm<br>Plasma membrane	Urothelial cancer:1.18e-5 (unfavourable), Head and neck cancer:4.89e-4 (favourable)	Mixed	Mixed			fallopian tube: 51.7	Cell line enhanced		AN3-CA: 73.4;ASC diff: 77.9;BJ hTERT+: 34.1
BPI	BPIFD1	ENSG00000101425	Bactericidal/permeability-increasing protein	20	38260149-38337505	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA061284	Enhanced					Not detected	Tissue enriched	37	bone marrow: 961.6	testis: 25.9	Group enriched	5	AF22: 2.3;ASC diff: 1.1;ASC TERT1: 3.1;BJ: 2.1;BJ hTERT+: 2.1;HL-60: 1.1
BSG	CD147, EMMPRIN, OK	ENSG00000172270	Basigin (Ok blood group)	19	571277-583493	Blood group antigen proteins, CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	CAB002427, HPA036048, HPA074870	Enhanced		Approved	Vesicles	Renal cancer:1.95e-6 (favourable), Liver cancer:5.48e-6 (unfavourable), Endometrial cancer:2.59e-4 (favourable)	Expressed in all	Expressed in all			heart muscle: 593.5	Expressed in all		
BTN2A2	BT2.2, BTF2, BTN2.2	ENSG00000124508	Butyrophilin subfamily 2 member A2	6	26383096-26394874	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA051504	Uncertain		Supported	Mitochondria	Breast cancer:1.01e-4 (favourable)	Expressed in all	Mixed			lymph node: 37.6	Mixed		
BTN3A1	BT3.1, BTF5, BTN3.1, CD277	ENSG00000026950	Butyrophilin subfamily 3 member A1	6	26402237-26415216	CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA012565	Approved		Uncertain	Vesicles	Renal cancer:4.15e-5 (unfavourable), Urothelial cancer:4.81e-4 (favourable)	Expressed in all	Expressed in all			spleen: 112.6	Mixed		
BTN3A2	BTN3.2	ENSG00000186470	Butyrophilin subfamily 3 member A2	6	26365159-26378320	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB019392	Uncertain				Renal cancer:4.24e-4 (unfavourable)	Expressed in all	Expressed in all			spleen: 129.4	Mixed		
BTN3A3	BTF3, BTN3.3	ENSG00000111801	Butyrophilin subfamily 3 member A3	6	26440472-26453415	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA007904, HPA011871	Enhanced				Renal cancer:2.42e-5 (unfavourable), Ovarian cancer:1.80e-4 (favourable)	Expressed in all	Mixed			spleen: 64.0	Cell line enhanced		ASC TERT1: 43.5;BJ hTERT+ SV40 Large T+ RasG12V: 41.9
C11orf24	DM4E3	ENSG00000171067	Chromosome 11 open reading frame 24	11	68261335-68272001	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA012748	Uncertain		Uncertain	Nucleoplasm<br>Vesicles	Renal cancer:1.60e-9 (unfavourable), Lung cancer:6.05e-4 (unfavourable), Glioma:9.83e-4 (unfavourable)	Expressed in all	Expressed in all			small intestine: 65.9	Expressed in all		
C12orf76	FLJ40142	ENSG00000174456	Chromosome 12 open reading frame 76	12	110027028-110073686	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level	HPA039713, HPA042013	Uncertain		Approved	Plasma membrane<br>Actin filaments	Renal cancer:5.74e-5 (unfavourable), Lung cancer:6.44e-5 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 105.7	Expressed in all		
C1orf159	FLJ20584	ENSG00000131591	Chromosome 1 open reading frame 159	1	1081818-1116361	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA010019	Approved		Approved	Nucleoli fibrillar center<br>Cytosol	Renal cancer:1.77e-6 (unfavourable), Liver cancer:9.58e-6 (unfavourable), Urothelial cancer:1.62e-4 (favourable)	Expressed in all	Mixed			skin: 15.3	Expressed in all		
CA9	CAIX, MN	ENSG00000107159	Carbonic anhydrase 9	9	35673856-35681159	Enzymes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB005100, CAB017107, HPA055207	Enhanced		Enhanced	Plasma membrane<br>Cytosol	Renal cancer:2.22e-7 (unfavourable), Liver cancer:1.71e-5 (unfavourable), Testis cancer:9.50e-4 (favourable)	Mixed	Tissue enhanced		gallbladder: 36.0;stomach: 93.6	small intestine: 14.5	Group enriched	11	A-431: 152.1;HDLM-2: 84.3;U-87 MG: 337.9
CACNA2D1	CACNA2, CACNL2A, LINC01112, lncRNA-N3, MHS3	ENSG00000153956	Calcium voltage-gated channel auxiliary subunit alpha2delta 1	7	81946444-82443798	FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA008213, HPA008621	Enhanced				Renal cancer:1.16e-4 (unfavourable)	Mixed	Mixed			cerebral cortex: 35.4	Cell line enhanced		HUVEC TERT2: 45.6;SH-SY5Y: 66.1
CACNA2D4		ENSG00000151062	Calcium voltage-gated channel auxiliary subunit alpha2delta 4	12	1791957-1918836	Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA031952	Uncertain					Mixed	Not detected			placenta,testis: 0.8	Cell line enhanced		Hep G2: 6.4;HL-60: 4.5;HMC-1: 24.8;NB-4: 8.3
CADM3	BIgR, FLJ10698, IGSF4B, Necl-1, NECL1, SynCAM3, TSLL1	ENSG00000162706	Cell adhesion molecule 3	1	159171609-159203313	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA002981, CAB025746	Enhanced				Renal cancer:1.03e-5 (unfavourable), Urothelial cancer:5.75e-4 (unfavourable)	Tissue enhanced	Tissue enhanced		cerebral cortex: 278.5;placenta: 113.9	cervix, uterine: 44.7	Group enriched	7	HHSteC: 54.6;HSkMC: 158.9;hTERT-HME1: 91.2;U-2 OS: 34.5;WM-115: 59.5
CALCR	CTR	ENSG00000004948	Calcitonin receptor	7	93424487-93574730	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA028962, HPA061428	Enhanced					Tissue enriched	Tissue enhanced		kidney: 2.1;testis: 1.4	placenta: 1.0	Cell line enhanced		RPTEC TERT1: 1.5;T-47d: 3.6
CALCRL	CGRPR, CRLR	ENSG00000064989	Calcitonin receptor like receptor	2	187343129-187448460	G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA008070, HPA046515	Uncertain		Supported	Plasma membrane		Expressed in all	Tissue enhanced		lung: 114.3	adipose tissue: 76.8	Cell line enhanced		HUVEC TERT2: 145.5;RPTEC TERT1: 30.7;TIME: 20.7
CAMK2D	CAMKD	ENSG00000145349	Calcium/calmodulin dependent protein kinase II delta	4	113451032-113761927	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA026281, HPA051783, HPA051785, HPA053973	Approved		Supported	Plasma membrane<br>Cell Junctions<br>Cytosol		Expressed in all	Expressed in all			heart muscle: 110.3	Mixed		
CANX	CNX, IP90, P90	ENSG00000127022	Calnexin	5	179678628-179730925	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB004738, HPA009433, HPA009696	Enhanced		Enhanced	Endoplasmic reticulum	Colorectal cancer:1.38e-4 (favourable), Thyroid cancer:3.17e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 294.4	Expressed in all		
CATSPERG	C19orf15, DKFZp434A1022, FLJ46353	ENSG00000099338	Cation channel sperm associated auxiliary subunit gamma	19	38335775-38370943	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA052777			Approved	Nucleus<br>Nucleoli<br>Cytosol		Mixed	Tissue enriched	41	testis: 48.6	skin: 1.1	Cell line enhanced		BEWO: 1.4;HMC-1: 1.6;MCF7: 1.2
CCL5	D17S136E, MGC17164, RANTES, SCYA5, SISd, TCP228	ENSG00000271503	C-C motif chemokine ligand 5	17	35871491-35880793	Cancer-related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Renal cancer:3.61e-7 (unfavourable), Endometrial cancer:1.34e-5 (favourable), Melanoma:2.42e-4 (favourable)	Expressed in all	Tissue enhanced		spleen: 80.5	lymph node: 68.5	Group enriched	7	HL-60: 31.8;NB-4: 158.3;THP-1: 39.1;U-937: 41.8
CCL7	FIC, MARC, MCP-3, MCP3, NC28, SCYA6, SCYA7	ENSG00000108688	C-C motif chemokine ligand 7	17	34270221-34272242	Cancer-related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Mixed	Group enriched	8	appendix: 3.6;bone marrow: 15.2	gallbladder,rectum: 1.1	Cell line enhanced		BJ hTERT+: 9.3;BJ hTERT+ SV40 Large T+: 2.2;BJ hTERT+ SV40 Large T+ RasG12V: 2.8;HSkMC: 2.4
CD164	DFNA66, MGC-24, MUC-24	ENSG00000135535	CD164 molecule	6	109366514-109382457	CD markers, Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA010636	Uncertain					Expressed in all	Expressed in all			thyroid gland: 613.1	Expressed in all		
CD1E		ENSG00000158488	CD1e molecule	1	158353696-158357553	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA057769	Uncertain					Mixed	Tissue enhanced		skin: 18.3	tonsil: 10.4	Cell line enriched	980	MOLT-4: 1075.1
CD2	SRBC	ENSG00000116824	CD2 molecule	1	116754385-116769228	CD markers, FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB002430, HPA003883	Enhanced				Renal cancer:4.82e-6 (unfavourable), Endometrial cancer:1.69e-5 (favourable), Melanoma:3.97e-5 (favourable), Head and neck cancer:7.46e-5 (favourable), Cervical cancer:1.47e-4 (favourable), Breast cancer:4.36e-4 (favourable), Ovarian cancer:7.72e-4 (favourable)	Expressed in all	Tissue enhanced		lymph node: 131.1	tonsil: 70.8	Group enriched	27	HDLM-2: 201.2;MOLT-4: 129.2
CD200	MOX1, MOX2, MRC, OX-2	ENSG00000091972	CD200 molecule	3	112332347-112362812	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA031149	Approved					Expressed in all	Mixed			cerebral cortex: 78.6	Cell line enhanced		AF22: 74.9;NTERA-2: 47.6;REH: 38.6;WM-115: 82.4
CD200R1	CD200R, HCRTR2, MOX2R, OX2R	ENSG00000163606	CD200 receptor 1	3	112921209-112975122	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA068512			Supported	Plasma membrane		Mixed	Tissue enhanced		spleen: 14.5	placenta: 10.2	Cell line enriched	8	HEL: 26.4
CD22	SIGLEC-2, SIGLEC2	ENSG00000012124	CD22 molecule	19	35319261-35347355	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB002418, HPA024353	Enhanced					Mixed	Tissue enhanced		lymph node: 264.4;ovary: 162.2;spleen: 151.7;tonsil: 210.1	appendix: 98.1	Group enriched	11	Daudi: 201.6;REH: 76.6;U-698: 153.7;WM-115: 49.6
CD226	DNAM-1, DNAM1, PTA1, TLiSA1	ENSG00000150637	CD226 molecule	18	69831158-69961803	CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA015715, HPA050348	Supported		Approved	Midbody		Not detected	Tissue enriched	11	parathyroid gland: 318.5	spleen: 28.4	Group enriched	7	HEL: 89.9;HMC-1: 37.6
CD276	B7-H3, B7H3, B7RP-2	ENSG00000103855	CD276 molecule	15	73683966-73714518	CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA009285, HPA017139, CAB017826	Enhanced		Approved	Vesicles	Renal cancer:6.31e-5 (unfavourable), Liver cancer:9.81e-4 (unfavourable)	Expressed in all	Mixed			placenta: 30.2	Cell line enhanced		U-2197: 176.1
CD300A	CMRF-35-H9, CMRF35H, IGSF12, IRC1, IRC2, Irp60	ENSG00000167851	CD300a molecule	17	74466416-74484796	CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA011645	Approved				Renal cancer:1.91e-5 (unfavourable)	Expressed in all	Tissue enhanced		spleen: 85.8	appendix: 40.0	Cell line enhanced		HMC-1: 88.9;NB-4: 27.4;RPMI-8226: 57.9
CD300LB	CLM7, TREM5	ENSG00000178789	CD300 molecule like family member b	17	74521174-74531474	CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Mixed	Tissue enhanced		appendix: 11.4	spleen: 5.2	Cell line enhanced		HL-60: 1.5;NB-4: 1.5;THP-1: 1.3
CD300LF	CD300f, CLM1, IGSF13, IREM1, NKIR	ENSG00000186074	CD300 molecule like family member f	17	74694311-74712978	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA013712	Supported					Expressed in all	Tissue enhanced		lung: 25.6;spleen: 28.0	appendix: 18.2	Group enriched	7	THP-1: 16.6;U-937: 37.2
CD300LG	CLM9, Trem4	ENSG00000161649	CD300 molecule like family member g	17	43847148-43863629	CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Mixed	Group enriched	5	adipose tissue: 143.0;placenta: 86.4;testis: 33.9	lung: 17.3	Not detected		
CD3D	T3D	ENSG00000167286	CD3d molecule	11	118338954-118342744	CD markers, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB013055	Enhanced				Endometrial cancer:1.73e-7 (favourable), Renal cancer:3.07e-5 (unfavourable), Cervical cancer:8.46e-5 (favourable), Head and neck cancer:1.70e-4 (favourable), Breast cancer:3.00e-4 (favourable), Urothelial cancer:6.16e-4 (favourable)	Expressed in all	Tissue enhanced		lymph node: 199.3;tonsil: 119.1	appendix: 86.9	Cell line enriched	7	MOLT-4: 903.0
CD4		ENSG00000010610	CD4 molecule	12	6786858-6820808	CD markers, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB000011, HPA004252, HPA004472, CAB068180	Enhanced		Supported	Plasma membrane	Endometrial cancer:2.16e-4 (favourable), Renal cancer:7.45e-4 (unfavourable)	Expressed in all	Tissue enhanced		parathyroid gland: 549.0	spleen: 220.5	Group enriched	5	HEL: 90.7;HL-60: 32.7;NB-4: 37.0;THP-1: 77.1;U-937: 84.2
CD40	Bp50, p50, TNFRSF5	ENSG00000101017	CD40 molecule	20	46118272-46129863	Cancer-related genes, CD markers, Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB002495, HPA031567, HPA031568, CAB072868	Enhanced				Renal cancer:4.48e-4 (unfavourable)	Expressed in all	Expressed in all			lymph node: 64.7	Cell line enhanced		CAPAN-2: 63.4;EFO-21: 116.6
CD44	CD44R, CSPG8, HCELL, IN, MC56, MDU2, MDU3, MIC4, Pgp1	ENSG00000026508	CD44 molecule (Indian blood group)	11	35138870-35232402	Blood group antigen proteins, Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB000112, CAB000316, HPA005785	Enhanced		Enhanced	Golgi apparatus<br>Plasma membrane	Renal cancer:1.78e-8 (unfavourable)	Expressed in all	Expressed in all			skin: 530.1	Mixed		
CD48	BCM1, BLAST, hCD48, mCD48, SLAMF2	ENSG00000117091	CD48 molecule	1	160678746-160711851	CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB002497, HPA055146	Enhanced		Supported	Nucleoli fibrillar center<br>Plasma membrane<br>Cytosol	Renal cancer:3.36e-4 (unfavourable), Breast cancer:3.91e-4 (favourable), Colorectal cancer:4.17e-4 (favourable)	Expressed in all	Tissue enhanced		lymph node: 311.4;spleen: 213.1;tonsil: 226.0	appendix: 148.5	Cell line enhanced		Daudi: 153.4;HMC-1: 202.6;U-266/70: 372.1;U-266/84: 244.7
CD5	LEU1, T1	ENSG00000110448	CD5 molecule	11	61102395-61127852	CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB015392, CAB020308, HPA043416, HPA060839	Enhanced				Head and neck cancer:7.41e-6 (favourable), Renal cancer:8.94e-5 (unfavourable), Endometrial cancer:9.00e-5 (favourable), Cervical cancer:9.16e-5 (favourable), Melanoma:3.93e-4 (favourable), Breast cancer:4.05e-4 (favourable)	Mixed	Tissue enhanced		appendix: 29.8;lymph node: 43.0	tonsil: 20.2	Cell line enriched	71	MOLT-4: 56.4
CD55	CR, CROM, DAF, TC	ENSG00000196352	CD55 molecule (Cromer blood group)	1	207321508-207386804	Blood group antigen proteins, CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA002190, CAB010454, HPA024386	Enhanced		Uncertain	Vesicles<br>Midbody ring	Renal cancer:9.36e-4 (unfavourable)	Expressed in all	Expressed in all			lung: 324.4	Cell line enhanced		HMC-1: 495.0;U-2197: 364.6
CD59	16.3A5, EJ16, EJ30, EL32, G344, MIC11, MIN1, MIN2, MIN3, MSK21, p18-20	ENSG00000085063	CD59 molecule	11	33698261-33736445	Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB001448, HPA026494	Supported		Approved	Golgi apparatus<br>Vesicles	Renal cancer:1.39e-10 (favourable), Pancreatic cancer:2.92e-5 (unfavourable), Head and neck cancer:3.10e-5 (unfavourable), Cervical cancer:3.81e-5 (unfavourable), Stomach cancer:9.03e-4 (unfavourable)	Expressed in all	Expressed in all			epididymis: 923.3	Cell line enhanced		TIME: 2367.1;U-2197: 2401.2
CD6	Tp120	ENSG00000013725	CD6 molecule	11	60971680-61020377	CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB002489, CAB016252	Enhanced				Head and neck cancer:5.10e-6 (favourable), Cervical cancer:1.57e-5 (favourable), Renal cancer:1.82e-4 (unfavourable), Breast cancer:1.95e-4 (favourable), Endometrial cancer:2.41e-4 (favourable)	Mixed	Tissue enhanced		appendix: 28.5;lymph node: 49.2	tonsil: 26.8	Cell line enriched	17	MOLT-4: 31.3
CD68	DKFZp686M18236, GP110, LAMP4, macrosialin, SCARD1	ENSG00000129226	CD68 molecule	17	7579467-7582113	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB000051, CAB000066, HPA048982, CAB072861, CAB072862	Enhanced		Supported	Golgi apparatus<br>Vesicles	Renal cancer:1.14e-5 (unfavourable)	Mixed	Expressed in all			lung: 532.4	Expressed in all		
