Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
ACAD11	FLJ12592	ENSG00000240303	Acyl-CoA dehydrogenase family member 11	3	132558138-132660723	Predicted intracellular proteins	Evidence at protein level	HPA048317	Enhanced					Tissue enhanced	Expressed in all			kidney: 35.4	Mixed		
ACAD8		ENSG00000151498	Acyl-CoA dehydrogenase family member 8	11	134253495-134265855	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA040689, HPA043903	Enhanced				Renal cancer:6.42e-10 (favourable), Lung cancer:2.38e-4 (favourable), Head and neck cancer:6.19e-4 (favourable), Colorectal cancer:7.62e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 43.2	Expressed in all		
ACAD9	MGC14452, NPD002	ENSG00000177646	Acyl-CoA dehydrogenase family member 9	3	128879596-128916067	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA037716, HPA046720	Supported		Enhanced	Mitochondria	Renal cancer:4.32e-8 (favourable), Liver cancer:3.67e-6 (unfavourable), Endometrial cancer:3.05e-4 (unfavourable)	Expressed in all	Expressed in all			skin: 52.8	Expressed in all		
ACADL	ACAD4, LCAD	ENSG00000115361	Acyl-CoA dehydrogenase, long chain	2	210187939-210225491	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA011990	Enhanced	Supported			Renal cancer:1.58e-11 (favourable)	Group enriched	Tissue enhanced		thyroid gland: 32.0	prostate: 27.0	Cell line enhanced		HAP1: 1.6;HeLa: 2.5;RPTEC TERT1: 2.5;U-2 OS: 1.9
ACADM	ACAD1, MCAD, MCADH	ENSG00000117054	Acyl-CoA dehydrogenase, C-4 to C-12 straight chain	1	75724347-75787575	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA006198, HPA026542	Enhanced		Enhanced	Mitochondria	Renal cancer:3.83e-8 (favourable), Colorectal cancer:7.30e-4 (favourable)	Expressed in all	Expressed in all			kidney: 328.0	Expressed in all		
ACADS	ACAD3, SCAD	ENSG00000122971	Acyl-CoA dehydrogenase, C-2 to C-3 short chain	12	120725735-120740008	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA004799, CAB019284, HPA022271	Enhanced		Enhanced	Mitochondria	Renal cancer:3.33e-6 (favourable), Urothelial cancer:6.34e-5 (favourable), Liver cancer:2.43e-4 (favourable), Endometrial cancer:5.05e-4 (favourable), Glioma:9.94e-4 (unfavourable)	Expressed in all	Expressed in all			duodenum: 81.2	Cell line enhanced		HMC-1: 30.0
ACADSB	ACAD7, SBCAD	ENSG00000196177	Acyl-CoA dehydrogenase, short/branched chain	10	123008979-123058311	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA041458	Enhanced		Supported	Mitochondria	Renal cancer:6.37e-12 (favourable), Pancreatic cancer:3.40e-4 (favourable)	Expressed in all	Expressed in all			liver: 186.7	Expressed in all		
ACADVL	ACAD6, LCACD, VLCAD	ENSG00000072778	Acyl-CoA dehydrogenase, very long chain	17	7217125-7225273	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA019006, HPA020595	Enhanced		Supported	Nucleus<br>Nucleoli<br>Mitochondria	Pancreatic cancer:6.87e-4 (favourable)	Expressed in all	Expressed in all			adrenal gland: 453.7	Expressed in all		
ACAP1	CENTB1, KIAA0050	ENSG00000072818	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	17	7336529-7351478	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA075570	Approved		Approved	Golgi apparatus	Renal cancer:1.65e-10 (unfavourable), Endometrial cancer:2.97e-5 (favourable), Head and neck cancer:4.17e-5 (favourable), Cervical cancer:3.66e-4 (favourable)	Expressed in all	Tissue enhanced		lymph node: 94.2	spleen: 69.8	Cell line enhanced		HDLM-2: 59.1;Karpas-707: 44.7;NB-4: 49.0
ACAP2	CENTB2, CNT-B2, KIAA0041	ENSG00000114331	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	3	195274736-195443078	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA034807, HPA034808	Supported		Approved	Endosomes		Expressed in all	Expressed in all			thyroid gland: 34.2	Expressed in all		
ACAP3	CENTB5, KIAA1716	ENSG00000131584	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	1	1292376-1309609	Predicted intracellular proteins	Evidence at protein level	HPA049317, HPA058381	Approved		Approved	Nucleoplasm<br>Golgi apparatus		Expressed in all	Expressed in all			cerebral cortex: 26.5	Expressed in all		
ACAT1	ACAT, THIL	ENSG00000075239	Acetyl-CoA acetyltransferase 1	11	108121516-108147776	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA004428, HPA007569	Enhanced		Enhanced	Mitochondria	Renal cancer:0.00e+0 (favourable), Liver cancer:1.43e-5 (favourable)	Expressed in all	Expressed in all			kidney: 534.2	Expressed in all		
ACAT2		ENSG00000120437	Acetyl-CoA acetyltransferase 2	6	159760328-159779055	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB021106, HPA025736, HPA025765, HPA025811	Enhanced		Supported	Nucleus<br>Cytosol	Colorectal cancer:1.12e-4 (favourable), Endometrial cancer:7.25e-4 (unfavourable), Renal cancer:7.38e-4 (unfavourable)	Expressed in all	Mixed			liver: 45.8	Expressed in all		
ACBD3	GCP60, GOCAP1, GOLPH1, PAP7	ENSG00000182827	Acyl-CoA binding domain containing 3	1	226144679-226186730	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA015594	Uncertain		Supported	Golgi apparatus		Expressed in all	Expressed in all			thyroid gland: 48.5	Expressed in all		
ACBD6	MGC2404	ENSG00000230124	Acyl-CoA binding domain containing 6	1	180269653-180502954	Predicted intracellular proteins	Evidence at protein level	HPA028179, HPA028457	Approved		Approved	Nucleoplasm<br>Cytosol	Renal cancer:4.02e-7 (unfavourable)	Expressed in all	Expressed in all			testis: 42.1	Expressed in all		
ACBD7	bA455B2.2, FLJ38219	ENSG00000176244	Acyl-CoA binding domain containing 7	10	15077523-15088776	Predicted intracellular proteins	Evidence at protein level	HPA043326, HPA062478			Approved	Vesicles<br>Cytosol		Mixed	Tissue enriched	5	cerebral cortex: 40.5	testis: 7.7	Cell line enhanced		MOLT-4: 29.4
ACCS	ACS, PHACS	ENSG00000110455	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	11	44065925-44084222	Predicted intracellular proteins	Evidence at protein level	HPA018873, HPA021654	Approved		Approved	Golgi apparatus	Pancreatic cancer:4.25e-4 (favourable)	Expressed in all	Mixed			spleen: 18.8	Mixed		
ACCSL		ENSG00000205126	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	11	44047981-44059977	Predicted intracellular proteins	Evidence at transcript level							Tissue enriched	Not detected			skin,testis: 0.4	Not detected		
ACD	Pip1, Ptop, Tint1, Tpp1	ENSG00000102977	ACD, shelterin complex subunit and telomerase recruitment factor	16	67657512-67660815	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA049411, HPA057660	Approved		Enhanced	Nuclear bodies	Liver cancer:2.42e-6 (unfavourable)	Expressed in all	Mixed			testis: 18.4	Expressed in all		
ACIN1	ACINUS, fSAP152, KIAA0670	ENSG00000100813	Apoptotic chromatin condensation inducer 1	14	23058564-23095614	Plasma proteins, Predicted intracellular proteins, Transporters	Evidence at protein level	HPA000657	Supported		Supported	Nucleoplasm<br>Plasma membrane<br>Cytosol	Liver cancer:4.88e-5 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 77.4	Expressed in all		
ACLY	ACL, ATPCL, CLATP	ENSG00000131473	ATP citrate lyase	17	41866908-41930542	Cancer-related genes, Citric acid cycle related proteins, Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB007783, HPA022434, HPA022953, HPA022959, HPA028758	Enhanced		Supported	Nucleoplasm<br>Plasma membrane<br>Cytosol	Cervical cancer:1.79e-4 (unfavourable), Liver cancer:3.66e-4 (unfavourable)	Expressed in all	Expressed in all			prostate: 100.5	Expressed in all		
ACMSD		ENSG00000153086	Aminocarboxymuconate semialdehyde decarboxylase	2	134838547-134902034	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA010533, HPA011179	Enhanced				Renal cancer:2.39e-4 (favourable)	Group enriched	Group enriched	10	kidney: 137.3;liver: 80.2	gallbladder: 10.8	Cell line enriched	16	RPTEC TERT1: 19.7
ACO1	IREB1, IREBP, IRP1	ENSG00000122729	Aconitase 1	9	32384603-32454769	Cancer-related genes, Citric acid cycle related proteins, Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA019371, HPA024157	Enhanced		Supported	Mitochondria<br>Cytosol	Renal cancer:5.73e-5 (favourable)	Expressed in all	Expressed in all			adipose tissue: 105.1	Expressed in all		
ACO2	ACONM	ENSG00000100412	Aconitase 2	22	41469125-41528989	Citric acid cycle related proteins, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA001097	Enhanced	Supported	Supported	Mitochondria	Renal cancer:0.00e+0 (favourable)	Expressed in all	Expressed in all			heart muscle: 308.9	Expressed in all		
ACOD1	CAD, IRG1	ENSG00000102794	Aconitate decarboxylase 1	13	76948497-76958642	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA040143	Uncertain					Not detected	Tissue enriched	5	appendix: 1.9	lung: 0.3	Not detected		
ACOT1	ACH2, CTE-1, LACH2	ENSG00000184227	Acyl-CoA thioesterase 1	14	73537114-73543794	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA043705	Approved		Approved	Mitochondria	Renal cancer:5.09e-8 (favourable)	Expressed in all	Mixed			smooth muscle: 29.4	Cell line enhanced		T-47d: 35.8
ACOT11	BFIT, BFIT1, KIAA0707, STARD14, THEA, THEM1	ENSG00000162390	Acyl-CoA thioesterase 11	1	54542257-54639192	Predicted intracellular proteins	Evidence at protein level	HPA041047	Enhanced		Supported	Cytosol	Renal cancer:3.07e-8 (favourable), Colorectal cancer:9.37e-4 (favourable)	Mixed	Mixed			duodenum: 36.4	Cell line enhanced		RT4: 32.0
ACOT12	Cach, STARD15, THEAL	ENSG00000172497	Acyl-CoA thioesterase 12	5	81330005-81394179	Enzymes, Predicted intracellular proteins, Transporters	Evidence at protein level	HPA037723, HPA037724			Approved	Nucleoplasm<br>Cytosol	Liver cancer:5.30e-4 (favourable)	Tissue enriched	Tissue enriched	19	liver: 51.3	kidney: 2.7	Not detected		
ACOT13	HT012, THEM2	ENSG00000112304	Acyl-CoA thioesterase 13	6	24667035-24705065	Predicted intracellular proteins	Evidence at protein level	HPA019881	Approved		Approved	Cell Junctions	Ovarian cancer:2.53e-6 (favourable)	Expressed in all	Expressed in all			kidney: 19.9	Expressed in all		
ACOT2	Mte1, ZAP128	ENSG00000119673	Acyl-CoA thioesterase 2	14	73567620-73575658	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA043705, HPA060170	Enhanced		Approved	Mitochondria	Renal cancer:2.28e-6 (favourable)	Expressed in all	Expressed in all			adipose tissue: 96.5	Mixed		
ACOT4	FLJ31235, PTE-Ib, PTE2B	ENSG00000177465	Acyl-CoA thioesterase 4	14	73591706-73596496	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA000779	Enhanced				Renal cancer:8.43e-5 (favourable), Pancreatic cancer:1.77e-4 (unfavourable)	Expressed in all	Tissue enhanced		kidney: 8.9	liver: 4.9	Cell line enhanced		CAPAN-2: 9.1;SK-BR-3: 12.3;T-47d: 38.6
ACOT6	C14orf42	ENSG00000205669	Acyl-CoA thioesterase 6	14	73610945-73619888	Predicted intracellular proteins	Evidence at protein level	HPA058258	Uncertain					Not detected	Tissue enhanced		kidney: 3.8	adipose tissue: 1.7	Cell line enriched	7	T-47d: 9.6
ACOT7	ACH1, ACT, BACH, CTE-II, hBACH, LACH1, MGC1126	ENSG00000097021	Acyl-CoA thioesterase 7	1	6264269-6394391	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA025735, HPA025762	Enhanced		Supported	Nucleoplasm<br>Cytosol	Renal cancer:2.55e-6 (unfavourable), Liver cancer:2.31e-5 (unfavourable), Lung cancer:1.29e-4 (unfavourable)	Expressed in all	Tissue enhanced		cerebral cortex: 129.2	small intestine: 62.3	Expressed in all		
ACOT8	hACTE-III, hTE, NAP1, PTE-2, PTE1	ENSG00000101473	Acyl-CoA thioesterase 8	20	45841721-45857406	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB010261	Approved		Supported	Vesicles<br>Mitochondria	Renal cancer:3.18e-4 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 30.1	Expressed in all		
ACOT9	ACATE2, CGI-16, MT-ACT48	ENSG00000123130	Acyl-CoA thioesterase 9	X	23702253-23766475	Predicted intracellular proteins	Evidence at protein level	HPA035533	Supported		Approved	Nucleoplasm<br>Plasma membrane<br>Cytosol	Liver cancer:3.23e-4 (unfavourable)	Expressed in all	Expressed in all			smooth muscle: 46.9	Mixed		
ACOX1	PALMCOX	ENSG00000161533	Acyl-CoA oxidase 1	17	75941507-75979363	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	CAB021094, HPA021192, HPA021195, HPA028759	Approved		Enhanced	Nucleus<br>Vesicles	Renal cancer:5.25e-7 (favourable)	Expressed in all	Expressed in all			liver: 98.4	Expressed in all		
ACOX2	BRCACOX, BRCOX, THCCox	ENSG00000168306	Acyl-CoA oxidase 2	3	58505136-58537319	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA038280, HPA064845	Enhanced		Supported	Vesicles<br>Cytosol		Tissue enhanced	Tissue enhanced		liver: 87.9	kidney: 42.5	Cell line enhanced		ASC diff: 10.4;ASC TERT1: 17.4;fHDF/TERT166: 6.6;Hep G2: 7.0;HSkMC: 11.8
ACOX3		ENSG00000087008	Acyl-CoA oxidase 3, pristanoyl	4	8366282-8440723	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA035840, HPA035841	Uncertain		Approved	Peroxisomes	Endometrial cancer:2.16e-4 (favourable)	Expressed in all	Expressed in all			esophagus: 22.2	Expressed in all		
ACOXL	FLJ11042	ENSG00000153093	Acyl-CoA oxidase-like	2	110732573-111118222	Predicted intracellular proteins	Evidence at protein level	HPA035392, HPA035393			Supported	Nucleoli<br>Cytosol	Urothelial cancer:6.48e-4 (favourable)	Group enriched	Group enriched	6	epididymis: 9.2;lung: 14.5;parathyroid gland: 6.9;prostate: 5.2;testis: 5.2;urinary bladder: 7.6	thyroid gland: 1.3	Cell line enhanced		A-431: 11.1;RPMI-8226: 15.9;RT4: 23.3;U-266/70: 14.6
ACP1	HAAP, LMW-PTP, LMWPTP	ENSG00000143727	Acid phosphatase 1, soluble	2	264140-278283	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA016754	Approved		Approved	Nucleus<br>Cytosol	Liver cancer:6.67e-6 (unfavourable), Melanoma:3.04e-4 (unfavourable)	Expressed in all	Expressed in all			adrenal gland: 128.8	Expressed in all		
ACSBG1	BG1, BGM, FLJ30320, hBG1, hsBG, KIAA0631, MGC14352	ENSG00000103740	Acyl-CoA synthetase bubblegum family member 1	15	78167468-78245688	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA041642, CAB045955, HPA058869	Approved		Approved	Vesicles		Tissue enhanced	Tissue enhanced		cerebral cortex: 25.6;skin: 13.3	adrenal gland: 8.1	Cell line enhanced		NTERA-2: 3.3
ACSM3	SA, SAH	ENSG00000005187	Acyl-CoA synthetase medium-chain family member 3	16	20610243-20797581	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA041013	Uncertain				Renal cancer:9.88e-6 (favourable), Ovarian cancer:1.97e-4 (favourable)	Mixed	Tissue enhanced		liver: 93.2	kidney: 90.8	Group enriched	12	HEL: 85.7;HMC-1: 339.4;K-562: 258.6
ACSM5	FLJ20581	ENSG00000183549	Acyl-CoA synthetase medium-chain family member 5	16	20409534-20441336	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA041435	Uncertain					Group enriched	Tissue enriched	5	liver: 142.6	adipose tissue: 26.9	Group enriched	5	ASC diff: 3.6;ASC TERT1: 8.0;HSkMC: 10.0;U-87 MG: 8.4
ACTA1	ACTA, NEM3	ENSG00000143632	Actin, alpha 1, skeletal muscle	1	229431245-229434098	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB000045, HPA041264, HPA041271	Enhanced					Group enriched	Tissue enriched	14	skeletal muscle: 45978.0	heart muscle: 3193.1	Cell line enriched	30	BEWO: 452.7
ACTA2	ACTSA	ENSG00000107796	Actin, alpha 2, smooth muscle, aorta	10	88935074-88991339	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB000002, CAB003761, CAB013531, HPA041264, HPA041271	Enhanced		Supported	Actin filaments	Renal cancer:1.37e-8 (unfavourable)	Expressed in all	Expressed in all			smooth muscle: 11741.0	Cell line enhanced		ASC TERT1: 273.9;fHDF/TERT166: 496.7;HHSteC: 525.6;HSkMC: 250.7
ACTB		ENSG00000075624	Actin beta	7	5527151-5563784	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB002621, HPA041264, HPA041271	Supported				Renal cancer:3.78e-5 (unfavourable), Head and neck cancer:4.51e-4 (unfavourable)	Expressed in all	Expressed in all			smooth muscle: 7221.8	Expressed in all		
ACTBL2	DKFZp686D0972	ENSG00000169067	Actin, beta like 2	5	57480016-57482809	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA041264, HPA041271	Uncertain					Not detected	Not detected			cervix, uterine: 0.3	Cell line enhanced		RPTEC TERT1: 1.2;SiHa: 3.0;U-2 OS: 1.8
ACTC1	ACTC, CMD1R	ENSG00000159251	Actin, alpha, cardiac muscle 1	15	34788096-34796139	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB037330, HPA041264, HPA041271	Enhanced				Head and neck cancer:3.72e-5 (unfavourable), Urothelial cancer:9.32e-4 (unfavourable)	Group enriched	Tissue enriched	10	heart muscle: 1903.0	seminal vesicle: 191.9	Group enriched	7	fHDF/TERT166: 217.0;LHCN-M2: 930.7;RH-30: 512.0
